SECTION;AUTO/CV;CATEGORY;FOCUS;NEWS LINK;DATE;ADDITIONAL INFORMATION
News&Trends;Automotive/CV;Commodity Prices;Outlook;Commodities 2023: Despite gloomy outlook, global butadiene demand seen turning corner in H1 | S&P Global Commodity Insights (spglobal.com);15.12.2022;
Competitor&Partnership;Automotive;Strategy;Lear ;Lear to build EV parts plant in Oakland County | Crain's Detroit Business (crainsdetroit.com);14.12.2022;
Competitor&Partnership;Automotive/CV;Strategy;Kongsberg;Kongsberg Automotive increases sales towards the electric vehicle market;14.12.2022;
Customer;Automotive;Electrification;BMW;BMW postpones decision to install new electric car plant - MEXICONOW (mexico-now.com);14.12.2022;
Customer;CV;Agriculture;New Holland;CNH Industrial presents first electric tractor prototype (globenewswire.com);14.12.2022;(1) New Holland & Pininfarina - Imaginez le tracteur enjambeur de demain ! - YouTube
Customer;Automotive;Strategy;VW;Volkswagen names new heads of the Group’s key quality and design divisions | Volkswagen Newsroom (volkswagen-newsroom.com);14.12.2022;
Customer;Automotive;Electrification;Mercedes-Benz;100% electric: Mercedes-Benz production setup defined for electric drive systems - Mercedes-Benz Group Media;14.12.2022;
Customer;Automotive;Interior;Mercedes-Benz;2023 Mercedes-AMG S-Class delivers luxury and comfort for occupants | Automotive Interiors World;14.12.2022;
News&Trends;CV;Truck;Position paper;ACEA-position-paper-Weights-and-dimensions.pdf;14.12.2022;
News&Trends;CV;Construction;Autonomy;What are the stages of autonomy? - Construction Technology;14.12.2022;
Customer;CV;Construction;Caterpillar;Caterpillar teases high-tech showcase planned for CES 2023 (equipmentjournal.com);13.12.2022;
Customer;CV;Agriculture;John Deere;Deere Reports Net Income of $2.25 Billion in Q4, $7.13 Billion for Fiscal Year (farm-equipment.com);13.12.2022;
News&Trends;Automotive;Electrification;China;China NEV sales at 786,000 units in Nov, a new record, CAAM data show - CnEVPost;13.12.2022;
News&Trends;Automotive;Outlook;China;The China Association of Automobile Manufacturers held an information conference in Beijing in December 2022 (caam.org.cn);13.12.2022;
News&Trends;Automotive/CV;Economy;US;US Weekly Economic Commentary: 2023 Recession | IHS Markit (spglobal.com);13.12.2022;
Competitor&Partnership;CV;Railway;Borcad;Post | LinkedIn;12.12.2022;
Competitor&Partnership;Automotive;Strategy;Brose;https://www.linkedin.com/posts/brose-sitech-group_automotive-brosesitech-automotive-activity-7007995520996511744-uVfh?utm_source=share&utm_medium=member_desktop;12.12.2022;
Customer;Automotive;Strategy;Skoda Group;Volkswagen's Skoda considers withdrawing from China, Automobilwoche reports | Reuters;12.12.2022;
Customer;Automotive;Partnership;Rivian;Rivian Pauses Partnership Discussions With Mercedes-Benz on Electric Van Production in Europe | Business Wire;12.12.2022;
Customer;Automotive;Strategy;Mercedes-Benz;Milestone for electric transformation: Mercedes-Benz Vans reorganizes production network in Europe - Mercedes-Benz Group Media;12.12.2022;
Customer;Automotive;Mobility;Stellantis;Free2move to share 2030 vision for mobility at CES | Free2Move | Stellantis;12.12.2022;
Customer;CV;Truck;Volvo;Volvo launches more electric trucks (volvotrucks.com);12.12.2022;
Customer;Automotive;Sustainability;Audi;Carbon-neutral production sites: vehicles fueled with sustainable fuels at the factory | Audi MediaCenter (audi-mediacenter.com);12.12.2022;
News&Trends;Automotive/CV;Globalization;Outlook;Global flows: The ties that bind in an interconnected world | McKinsey;12.12.2022;
News&Trends;Automotive/CV;Sustainability;Outlook;Better Climate Financing Depends on Better Data | BCG;12.12.2022;
News&Trends;Automotive;Mobility News Alert;Accesibility;The future of accessible mobility is all about adaptations | Automotive World;12.12.2022;
News&Trends;Automotive/CV;Sustainability;Regulation;EU agrees new law on more sustainable and circular batteries (europa.eu);12.12.2022;
News&Trends;Automotive/CV;Covid-19;China;COVID-19 will be the biggest factor affecting the Chinese market this year | LMC AUTOMOTIVE (lmc-auto.com);12.12.2022;
Competitor&Partnership;Automotive;Interior;Yanfeng;Experience-defined luxury in Yanfeng’s XiM23 - AI Online - (ai-online.com);09.12.2022;
Customer;CV;Strategy;Komatsu;Komatsu CEO: no immediate plan to withdraw from Russia | Reuters;09.12.2022;
Customer;CV;Truck;Hyundai Motor;Hyundai Motor Company Begins Sales of Xcient Fuel Cell Trucks in Korea;09.12.2022;
Customer;CV;Truck;MAN;Perfect Match: 76 MAN electric buses for Norway's green capital (mantruckandbus.com);09.12.2022;
News&Trends;CV;Construction;Look back to 2022;OEM Off-Highway State of the Industry 2022 | OEM Off-Highway (oemoffhighway.com);09.12.2022;
News&Trends;CV;Construction;Economic Report;Economic Report: Activity Up, Construction Sector Stable | For Construction Pros;09.12.2022;
News&Trends;Automotive/CV;Commodity Prices;Weekly Pricing Pulse;Weekly Pricing Pulse: Commodity prices soar | IHS Markit (spglobal.com);09.12.2022;
News&Trends;Automotive;Outlook;China;Chinesischer Herstellerverband rechnet mit stärkerem Wachstum (vogel.de);09.12.2022;
News&Trends;CV;Railway;Germany;BMDV and DB Advance Planning for Germany's Digital Railway | Railway-News;09.12.2022;
News&Trends;Automotive;Electrification;Charging Index;EV Charging Index edition 3 | Roland Berger;09.12.2022;
Competitor&Partnership;Automotive;e-airvent;Fischer Automotive;https://www.linkedin.com/posts/fischer-automotive_automotive-suv-emobility-activity-7006549104151384064-pXAS?utm_source=share&utm_medium=member_desktop;08.12.2022;
Customer;CV;Railway;Skoda Group;Germany: Škoda to Supply an Additional 15 Trams for Cottbus | Railway-News;08.12.2022;
Customer;CV;Construction;Caterpillar;Caterpillar’s new hydraulic excavators - International Construction (international-construction.com);08.12.2022;
Customer;Automotive;Production cut;Tesla;Tesla cuts output plan for Shanghai plant for Dec -sources | Reuters;08.12.2022;
Customer;Automotive;Launch;Toyota;Toyota bZ4X | World premiere of Toyota bZ4X;08.12.2022;
Customer;Automotive;Strategy;VW;Volkswagen accelerating transformation of Wolfsburg plant | Volkswagen Newsroom (volkswagen-newsroom.com);08.12.2022;
News&Trends;Automotive/CV;Strategy;Supply Chain;Apple to Move Production Out of China | SupplyChainBrain;08.12.2022;
News&Trends;Automotive/CV;Technology;Semiconductor;The Great Semiconductor Overhaul Raises the Stakes on Technology | SupplyChainBrain;08.12.2022;
Competitor&Partnership;Automotive;Interior;Marelli;Marelli to exhibit customizable and configurable interior spaces at CES 2023 | Automotive Interiors World;07.12.2022;
Customer;Automotive;Strategy;FAW;"The 10 millionth car rolled off the assembly line! FAW Toyota officially entered the ""10 million club""";07.12.2022;
Customer;Automotive;Electrification;VW;Successful MEB model:: VW further develops e-car platform | Shaping Mobility Hub (volkswagen.com);07.12.2022;
News&Trends;Automotive/CV;Russian Invasion;Gas supply;Russian pipeline gas flows to Europe slip further in November | S&P Global Commodity Insights (spglobal.com);07.12.2022;
Competitor&Partnership;Automotive;Light Seat;Adient ;Altair Enlighten 2022 | Adient - Altair (wistia.com);06.12.2022;
Customer;CV;Construction;CNH;CNH Industrial Ceases Sale of Construction Equipment in China : CEG (constructionequipmentguide.com);06.12.2022;
Customer;CV;Construction;Case;Case to stop construction sales in China - International Construction (international-construction.com);06.12.2022;
Customer;CV;Innovation;John Deere;John Deere Wins Two CES® 2023 Innovation Awards;06.12.2022;
News&Trends;Automotive;Outlook;Supply Chain;Umfrage der DZ Bank: Mittelstand steuert bei Lieferketten um | Automobilwoche.de;06.12.2022;
News&Trends;CV;Construction;Russian Invasion;EU could seize €300bn from Russia to rebuild Ukraine - Construction Europe (construction-europe.com);06.12.2022;
News&Trends;Automotive/CV;Economy;Labour shortage;US Weekly Economic Commentary: Strong labor demand | IHS Markit (spglobal.com);06.12.2022;
News&Trends;Automotive/CV;Outlook;Weekly Pricing Pulse;Weekly Pricing Pulse: Tighter COVID-19 containment measures in mainland China pour cold water on market sentiment | IHS Markit (spglobal.com);06.12.2022;
News&Trends;Automotive/CV;Industry;Steel ;High fossil fuel prices mean UK cannot delay transition to low emissions steel (theconversation.com);06.12.2022;
News&Trends;Automotive/CV;Trends;Logistics;Six Logistics Trends to Watch for in 2023 | SupplyChainBrain;06.12.2022;
News&Trends;CV;Construction;China;Chinese crane market cools - Off-Highway Research (offhighwayresearch.com);06.12.2022;
Competitor&Partnership;Automotive/CV;Strategy;Kongsberg;Kongsberg Automotive opens a new sales office in Seoul, Korea;05.12.2022;
Customer;Automotive;Launch;VW;Der neue ID.3 steht in den Startlöchern | Volkswagen Newsroom (volkswagen-newsroom.com);05.12.2022;
Customer;CV;Truck;Steyr;Continued contract manufacturing in Steyr for MAN (steyr-automotive.com);05.12.2022;
News&Trends;Automotive;Semiconductor shortage;ChipAct;Chips Act: Council adopts position - Consilium (europa.eu);05.12.2022;
News&Trends;Automotive;Russian Invasion;Outlook;Russia-Ukraine conflict: Nine months on (lmc-auto.com);05.12.2022;
Competitor&Partnership;CV;Offroad;CVG;Noble Capital Markets Initiates Equity Research Coverage on Commercial Vehicle Group (CVG) | Newswire;02.12.2022;
Customer;CV;Railway;CAF;Microsoft Word - CAF nota prensa PE 12.2022 v_eng;02.12.2022;
Customer;CV;Agriculture;John Deere;John Deere invests US$55 million in Nuevo Leon - MEXICONOW (mexico-now.com);02.12.2022;
News&Trends;Automotive;Strategy;China;China Automotive Technology and Research Center Co., Ltd (catarc.ac.cn);02.12.2022;
News&Trends;Automotive;Overview;Global Automotive Supplier Study;*** CHANGE TITLE *** (lazard.com);02.12.2022;
Competitor&Partnership;Automotive;Interior;Lear ;Lear Corporation Expands in Zacatecas - MEXICONOW (mexico-now.com);01.12.2022;
Competitor&Partnership;Automotive;Concept;Asahi Kasei;Session 2: Next Generation Concept Car?AKXY2? | Asahi Kasei AUTOMOTIVE (asahi-kasei-mobility.com);01.12.2022;
Customer;CV;Railway;Stadler;Stadler to Deliver 20 FLIRT EMUs for Helsinki Region | Railway-News;01.12.2022;
Customer;Automotive;Strategy;VW;Volkswagen to build supplier industrial park in Puebla - MEXICONOW (mexico-now.com);01.12.2022;
Customer;Automotive;Autonomy;Mercedes-Benz;World first: Mercedes-Benz and Bosch driverless parking system approved for commercial use - Mercedes-Benz Group Media;01.12.2022;
Customer;CV;Electrification;Mercedes-Benz;Mercedes' new eSprinter reaches 475 km range on test drive - electrive.com;01.12.2022;
Customer;CV;Material Handling;Kion;Expansion of KION Warehouse Systems | KION GROUP AG | KION GROUP AG;01.12.2022;
Customer;Automotive;Sustainability;Audi;New Audi Q8 e-tron Comes With Recycled Plastic As Part Of Its Seat Belts | CarBuzz;01.12.2022;
News&Trends;Automotive;Outlook;Losses;https://mailchi.mp/lmc-auto.com/lmc-automotive-insights-issue-4955479?e=4ae76d8606;01.12.2022;
News&Trends;CV;Construction;Autonomy;From automation to autonomy - Construction Europe (construction-europe.com);01.12.2022;
News&Trends;CV;Railway;Interior ;Railway Interiors International : 2022 (mydigitalpublication.co.uk);01.12.2022;
News&Trends;Automotive/CV;Commodity Prices;Outlook;Commodities Outlook 2023: Iron ore’s rout to continue until China recovers | Article | ING Think;01.12.2022;
News&Trends;Automotive;Electrification;Asia Market;BEVs take off faster than expected in ASEAN countries | LMC AUTOMOTIVE (lmc-auto.com);01.12.2022;
Competitor&Partnership;CV;Railway;Priestman Goode;A holistic vision for sustainable rail interiors - PriestmanGoode;30.11.2022;
Competitor&Partnership;Automotive;Door panels;Grupo Antolin;The Door Panels of Grupo Antolin: Innovative, Sustainable and Smart | Grupo Antolin;30.11.2022;
Competitor&Partnership;Automotive;Carpet;Autoneum;Swiss firm Autoneum creates fully recyclable automotive carpet system - TechnicalTextile.net;30.11.2022;
Customer;Automotive;Interior;Lucid;Lucid details Gravity electric SUV | Automotive Interiors World;30.11.2022;
Customer;Automotive;Strategy;VW;VW in talks with Foxconn and Magna Steyr for Scout-brand vehicle production - MarkLines Automotive Industry Portal;30.11.2022;
Customer;Automotive;Electrification;GM;GM not to abandon ICEs in push toward electrification - MarkLines Automotive Industry Portal;30.11.2022;
Customer;Automotive;Concept;Lancia;Lancia Design Day, the first event of the new Lancia era | Lancia | Stellantis;30.11.2022;
Customer;Automotive;Partnership;Renault;Airbus and Renault Group to advance research on electrification - Renault Group global media website;30.11.2022;
News&Trends;Automotive;Electrification;Market Share ;New EV entries nibbling away at Tesla EV share | IHS Markit (spglobal.com);30.11.2022;
News&Trends;Automotive/CV;Economy;Recession;The world economy faces an extended cooling off period | IHS Markit (spglobal.com);30.11.2022;
News&Trends;CV;Agriculture;Robot;Field robot market: 55% more field robots in operation in 2022 - Future Farming;30.11.2022;
News&Trends;Automotive/CV;Regulation;Euro 7;The EU needs a holistic policy approach to zero-emission mobility - ACEA - European Automobile Manufacturers' Association;30.11.2022;
Customer;Automotive;Sustainability;Renault;Renault does three new deals to cut carbon - Just Auto (just-auto.com);29.11.2022;
Customer;CV;Truck;Peterbilt;Peterbilt, Kenworth Add Online Remote Diagnostic Management - Fleet Management - Trucking Info;29.11.2022;
Customer;CV;Construction;Volvo;Volvo CE electric excavator integral to fossil-free construction site (heavyequipmentguide.ca);29.11.2022;
Customer;Automotive;Strategy;Ford;Ford announces strategic partnership with Manufacture 2030 to enhance supply chain sustainability (telematicswire.net);29.11.2022;
Competitor&Partnership;Automotive;Interior;Yanfeng;Post | Feed | LinkedIn;28.11.2022;
Competitor&Partnership;Automotive;Interior;Novem;Press releases | Novem;28.11.2022;
Customer;CV;Strategy;Sollers;News and events (sollers-auto.com);28.11.2022;
Customer;Automotive;Strategy;BMW;BMW Group investiert bis 2025 mehr als 2 Milliarden Euro in ungarisches Werk Debrecen;28.11.2022;
News&Trends;Automotive/CV;Outlook;PMI;Week Ahead Economic Preview: Week of 21 November 2022 | IHS Markit (spglobal.com);28.11.2022;
News&Trends;Automotive/CV;Outlook;EU Gas;After a bad year, EU power sector's gas use is set to drop (linkedin.com);28.11.2022;
News&Trends;Automotive/CV;Strategy;China;Foreign direct investment into China expands - Chinadaily.com.cn;28.11.2022;
News&Trends;Automotive;Electrification;Disruption;EVs are disrupting the automotive industry—here's how | Automotive World;28.11.2022;
Competitor&Partnership;Automotive;Interior;Martur;https://www.linkedin.com/posts/martur-automotive-seating-and-interiors_marturfompakinternational-toyotaaward-bronzeaward-activity-7001838193637494784-PiNS?utm_source=share&utm_medium=member_desktop;25.11.2022;
Customer;CV;Truck;Daimler;Mercedes-Benz Trucks electrifies delivery to Wörth plant - Daimler Truck Media Site;25.11.2022;
Customer;Automotive;Sustainability;Mercedes-Benz;Mercedes-Benz issues its first Green Panda Bond expanding sustainable finance in China - Mercedes-Benz Group Media;25.11.2022;
